tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 16,4,4,(4),POL,Hubert Hurkacz,hubert-hurkacz,hb71,,COL,Daniel Elahi Galan,daniel-elahi-galan,ge33,62 62 ,2,0,12,4,0,0,2021-499-hb71-ge33,/en/scores/match-stats/archive/2021/499/ms010
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 16,4,5,,USA,Sebastian Korda,sebastian-korda,k0ah,(5),USA,Tommy Paul,tommy-paul,pl56,46 63 62 ,2,1,16,11,0,0,2021-499-k0ah-pl56,/en/scores/match-stats/archive/2021/499/ms014
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 16,4,6,,ITA,Gianluca Mager,gianluca-mager,ml57,(6),USA,Sam Querrey,sam-querrey,q927,76861 ,1,0,7,6,1,0,2021-499-ml57-q927,/en/scores/match-stats/archive/2021/499/ms009
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 16,4,7,(8),USA,Frances Tiafoe,frances-tiafoe,td51,,USA,Bjorn Fratangelo,bjorn-fratangelo,f811,64 36 61 ,2,1,15,11,0,0,2021-499-td51-f811,/en/scores/match-stats/archive/2021/499/ms012
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 16,4,8,(Q),ECU,Roberto Quiroz,roberto-quiroz,q941,,CRO,Ivo Karlovic,ivo-karlovic,k336,62 64 ,2,0,12,6,0,0,2021-499-q941-k336,/en/scores/match-stats/archive/2021/499/ms011
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,1,(1),CHI,Cristian Garin,cristian-garin,gd64,,,Bye,,,,0,0,0,0,0,0,2021-499-gd64-,
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,2,(2),USA,John Isner,john-isner,i186,,,Bye,,,,0,0,0,0,0,0,2021-499-i186-,
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,3,(3),FRA,Adrian Mannarino,adrian-mannarino,me82,,,Bye,,,,0,0,0,0,0,0,2021-499-me82-,
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,4,(4),POL,Hubert Hurkacz,hubert-hurkacz,hb71,,,Bye,,,,0,0,0,0,0,0,2021-499-hb71-,
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,5,(5),USA,Tommy Paul,tommy-paul,pl56,,KOR,JiSung Nam,jisung-nam,n652,61 64 ,2,0,12,5,0,0,2021-499-pl56-n652,/en/scores/match-stats/archive/2021/499/ms028
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,6,(6),USA,Sam Querrey,sam-querrey,q927,,USA,Mackenzie McDonald,mackenzie-mcdonald,mk66,63 64 ,2,0,12,7,0,0,2021-499-q927-mk66,/en/scores/match-stats/archive/2021/499/ms019
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,7,,CRO,Ivo Karlovic,ivo-karlovic,k336,(7),ESP,Pablo Andujar,pablo-andujar,a596,63 57 64 ,2,1,17,14,0,0,2021-499-k336-a596,/en/scores/match-stats/archive/2021/499/ms023
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,8,(8),USA,Frances Tiafoe,frances-tiafoe,td51,(Q),USA,Donald Young,donald-young,y124,63 64 ,2,0,12,7,0,0,2021-499-td51-y124,/en/scores/match-stats/archive/2021/499/ms024
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,9,,USA,Bjorn Fratangelo,bjorn-fratangelo,f811,(Q),USA,Kevin King,kevin-king,kb14,62 62 ,2,0,12,4,0,0,2021-499-f811-kb14,/en/scores/match-stats/archive/2021/499/ms025
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,10,,COL,Daniel Elahi Galan,daniel-elahi-galan,ge33,,SVK,Andrej Martin,andrej-martin,mf35,64 64 ,2,0,12,8,0,0,2021-499-ge33-mf35,/en/scores/match-stats/archive/2021/499/ms021
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,11,(Q),USA,Christian Harrison,christian-harrison,hb05,,ARG,Tomas Martin Etcheverry,tomas-martin-etcheverry,ea24,64 62 ,2,0,12,6,0,0,2021-499-hb05-ea24,/en/scores/match-stats/archive/2021/499/ms017
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,12,,USA,Sebastian Korda,sebastian-korda,k0ah,,KOR,Soonwoo Kwon,soonwoo-kwon,kf17,64 64 ,2,0,12,8,0,0,2021-499-k0ah-kf17,/en/scores/match-stats/archive/2021/499/ms029
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,13,,ITA,Gianluca Mager,gianluca-mager,ml57,(WC),USA,Ryan Harrison,ryan-harrison,h940,36 61 64 ,2,1,15,11,0,0,2021-499-ml57-h940,/en/scores/match-stats/archive/2021/499/ms018
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,14,,BRA,Thiago Monteiro,thiago-monteiro,mj08,,BRA,Thomaz Bellucci,thomaz-bellucci,bd20,63 75 ,2,0,13,8,0,0,2021-499-mj08-bd20,/en/scores/match-stats/archive/2021/499/ms030
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,15,,GBR,Cameron Norrie,cameron-norrie,n771,(WC),USA,JC Aragone,jc-aragone,ab71,62 61 ,2,0,12,3,0,0,2021-499-n771-ab71,/en/scores/match-stats/archive/2021/499/ms026
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,Round of 32,5,16,(Q),ECU,Roberto Quiroz,roberto-quiroz,q941,(WC),USA,Noah Rubin,noah-rubin,rc96,76163 ,1,0,7,6,1,0,2021-499-q941-rc96,/en/scores/match-stats/archive/2021/499/ms022
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,2nd Round Qualifying,6,1,(5),ECU,Roberto Quiroz,roberto-quiroz,q941,(2),CRO,Viktor Galovic,viktor-galovic,gb61,63 75 ,2,0,13,8,0,0,2021-499-q941-gb61,/en/scores/match-stats/archive/2021/499/qs005
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,2nd Round Qualifying,6,2,(7),USA,Kevin King,kevin-king,kb14,(3),POR,Goncalo Oliveira,goncalo-oliveira,o482,63 63 ,2,0,12,6,0,0,2021-499-kb14-o482,/en/scores/match-stats/archive/2021/499/qs006
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,2nd Round Qualifying,6,3,(PR),USA,Christian Harrison,christian-harrison,hb05,(WC),USA,Zane Khan,zane-khan,k0eq,61 679764,1,1,12,8,0,1,2021-499-hb05-k0eq,/en/scores/match-stats/archive/2021/499/qs004
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,2nd Round Qualifying,6,4,,USA,Donald Young,donald-young,y124,,USA,Stefan Kozlov,stefan-kozlov,ke64,46 64 64 ,2,1,16,14,0,0,2021-499-y124-ke64,/en/scores/match-stats/archive/2021/499/qs007
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,1,(PR),USA,Christian Harrison,christian-harrison,hb05,(1),CHI,Tomas Barrios Vera,tomas-barrios-vera,bs86,64 64 ,2,0,12,8,0,0,2021-499-hb05-bs86,/en/scores/match-stats/archive/2021/499/qs008
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,2,(2),CRO,Viktor Galovic,viktor-galovic,gb61,,TUN,Aziz Dougaz,aziz-dougaz,df88,64 63 ,2,0,12,7,0,0,2021-499-gb61-df88,/en/scores/match-stats/archive/2021/499/qs010
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,3,(3),POR,Goncalo Oliveira,goncalo-oliveira,o482,(WC),CAN,Liam Draxl,liam-draxl,d0dp,36 63 62 ,2,1,15,11,0,0,2021-499-o482-d0dp,/en/scores/match-stats/archive/2021/499/qs012
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,4,,USA,Donald Young,donald-young,y124,(4),BRA,Pedro Sakamoto,pedro-sakamoto,sl94,36 64 62 ,2,1,15,12,0,0,2021-499-y124-sl94,/en/scores/match-stats/archive/2021/499/qs014
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,5,(5),ECU,Roberto Quiroz,roberto-quiroz,q941,(AL),ECU,Gonzalo Escobar,gonzalo-escobar,e661,64 67675 ,1,1,12,11,0,1,2021-499-q941-e661,/en/scores/match-stats/archive/2021/499/qs011
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,6,(WC),USA,Zane Khan,zane-khan,k0eq,(6),SUI,Alexander Ritschard,alexander-ritschard,rc04,63 31 (RET),3,0,9,4,0,0,2021-499-k0eq-rc04,/en/scores/match-stats/archive/2021/499/qs009
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,7,(7),USA,Kevin King,kevin-king,kb14,(AL),ZIM,Benjamin Lock,benjamin-lock,lc54,62 63 ,2,0,12,5,0,0,2021-499-kb14-lc54,/en/scores/match-stats/archive/2021/499/qs013
2021-499,1,Delray Beach,delray-beach,/en/scores/archive/delray-beach/499/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,418195.0,2021,1st Round Qualifying,7,8,,USA,Stefan Kozlov,stefan-kozlov,ke64,(8),GER,Johannes Haerteis,johannes-haerteis,hb31,50 (RET),2,0,5,0,0,0,2021-499-ke64-hb31,/en/scores/match-stats/archive/2021/499/qs015
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Finals,1,1,(4),AUS,Alex de Minaur,alex-de-minaur,dh58,(8),KAZ,Alexander Bublik,alexander-bublik,bk92,20 (RET),2,0,2,0,0,0,2021-9426-dh58-bk92,/en/scores/match-stats/archive/2021/9426/ms001
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Semi-Finals,2,1,(4),AUS,Alex de Minaur,alex-de-minaur,dh58,(2),BEL,David Goffin,david-goffin,gb88,64 36 62 ,2,1,15,12,0,0,2021-9426-dh58-gb88,/en/scores/match-stats/archive/2021/9426/ms003
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Semi-Finals,2,2,(8),KAZ,Alexander Bublik,alexander-bublik,bk92,,FRA,Jeremy Chardy,jeremy-chardy,ca12,64 67463 ,1,1,12,11,0,1,2021-9426-bk92-ca12,/en/scores/match-stats/archive/2021/9426/ms002
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Quarter-Finals,3,1,(8),KAZ,Alexander Bublik,alexander-bublik,bk92,(1),ITA,Matteo Berrettini,matteo-berrettini,bk40,76664 ,1,0,7,6,1,0,2021-9426-bk92-bk40,/en/scores/match-stats/archive/2021/9426/ms004
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Quarter-Finals,3,2,(2),BEL,David Goffin,david-goffin,gb88,,ITA,Stefano Travaglia,stefano-travaglia,ta12,63 62 ,2,0,12,5,0,0,2021-9426-gb88-ta12,/en/scores/match-stats/archive/2021/9426/ms007
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Quarter-Finals,3,3,(4),AUS,Alex de Minaur,alex-de-minaur,dh58,(6),GEO,Nikoloz Basilashvili,nikoloz-basilashvili,bg23,62 64 ,2,0,12,6,0,0,2021-9426-dh58-bg23,/en/scores/match-stats/archive/2021/9426/ms006
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Quarter-Finals,3,4,,FRA,Jeremy Chardy,jeremy-chardy,ca12,(5),GER,Jan-Lennard Struff,jan-lennard-struff,sl28,46 62 768,2,1,17,14,1,0,2021-9426-ca12-sl28,/en/scores/match-stats/archive/2021/9426/ms005
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,1,(1),ITA,Matteo Berrettini,matteo-berrettini,bk40,(Q),BUL,Dimitar Kuzmanov,dimitar-kuzmanov,kc33,62 63 ,2,0,12,5,0,0,2021-9426-bk40-kc33,/en/scores/match-stats/archive/2021/9426/ms008
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,2,(2),BEL,David Goffin,david-goffin,gb88,,GER,Nicola Kuhn,nicola-kuhn,ki74,60 62 ,2,0,12,2,0,0,2021-9426-gb88-ki74,/en/scores/match-stats/archive/2021/9426/ms015
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,3,,FRA,Jeremy Chardy,jeremy-chardy,ca12,(3),ITA,Fabio Fognini,fabio-fognini,f510,764671765,1,0,7,6,1,0,2021-9426-ca12-f510,/en/scores/match-stats/archive/2021/9426/ms010
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,4,(4),AUS,Alex de Minaur,alex-de-minaur,dh58,(Q),BUL,Adrian Andreev,adrian-andreev,a0ab,63 61 ,2,0,12,4,0,0,2021-9426-dh58-a0ab,/en/scores/match-stats/archive/2021/9426/ms013
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,5,(5),GER,Jan-Lennard Struff,jan-lennard-struff,sl28,,FRA,Hugo Grenier,hugo-grenier,gf95,(W/O),0,0,0,0,0,0,2021-9426-sl28-gf95,
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,6,(6),GEO,Nikoloz Basilashvili,nikoloz-basilashvili,bg23,(WC),TUR,Altug Celikbilek,altug-celikbilek,ch05,76164 ,1,0,7,6,1,0,2021-9426-bg23-ch05,/en/scores/match-stats/archive/2021/9426/ms012
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,7,(8),KAZ,Alexander Bublik,alexander-bublik,bk92,,FRA,Tristan Lamasine,tristan-lamasine,lc11,62 64 ,2,0,12,6,0,0,2021-9426-bk92-lc11,/en/scores/match-stats/archive/2021/9426/ms009
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 16,4,8,,ITA,Stefano Travaglia,stefano-travaglia,ta12,,FIN,Emil Ruusuvuori,emil-ruusuvuori,rh24,76563 ,1,0,7,6,1,0,2021-9426-ta12-rh24,/en/scores/match-stats/archive/2021/9426/ms014
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,1,(1),ITA,Matteo Berrettini,matteo-berrettini,bk40,(WC),TUR,Ergi Kirkin,ergi-kirkin,ki48,60 64 ,2,0,12,4,0,0,2021-9426-bk40-ki48,/en/scores/match-stats/archive/2021/9426/ms016
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,2,(2),BEL,David Goffin,david-goffin,gb88,,FRA,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,36 75 60 ,2,1,16,11,0,0,2021-9426-gb88-h996,/en/scores/match-stats/archive/2021/9426/ms031
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,3,(3),ITA,Fabio Fognini,fabio-fognini,f510,(Q),CZE,Michael Vrbensky,michael-vrbensky,v0b2,64 764,2,0,13,10,1,0,2021-9426-f510-v0b2,/en/scores/match-stats/archive/2021/9426/ms020
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,4,(4),AUS,Alex de Minaur,alex-de-minaur,dh58,,TUN,Malek Jaziri,malek-jaziri,j267,62 61 ,2,0,12,3,0,0,2021-9426-dh58-j267,/en/scores/match-stats/archive/2021/9426/ms027
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,5,(5),GER,Jan-Lennard Struff,jan-lennard-struff,sl28,(Q),RUS,Pavel Kotov,pavel-kotov,k09f,64 63 ,2,0,12,7,0,0,2021-9426-sl28-k09f,/en/scores/match-stats/archive/2021/9426/ms023
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,6,(6),GEO,Nikoloz Basilashvili,nikoloz-basilashvili,bg23,,ITA,Andrea Arnaboldi,andrea-arnaboldi,a622,46 75 61 ,2,1,17,12,0,0,2021-9426-bg23-a622,/en/scores/match-stats/archive/2021/9426/ms024
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,7,,ITA,Stefano Travaglia,stefano-travaglia,ta12,(7),SRB,Miomir Kecmanovic,miomir-kecmanovic,ki95,16 64 60 ,2,1,13,10,0,0,2021-9426-ta12-ki95,/en/scores/match-stats/archive/2021/9426/ms028
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,8,(8),KAZ,Alexander Bublik,alexander-bublik,bk92,,ITA,Salvatore Caruso,salvatore-caruso,ce25,63 63 ,2,0,12,6,0,0,2021-9426-bk92-ce25,/en/scores/match-stats/archive/2021/9426/ms019
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,9,(Q),BUL,Adrian Andreev,adrian-andreev,a0ab,(WC),TUR,Marsel Ilhan,marsel-ilhan,k771,64 63 ,2,0,12,7,0,0,2021-9426-a0ab-k771,/en/scores/match-stats/archive/2021/9426/ms026
2021-9426,2,Antalya,antalya,/en/scores/archive/antalya/9426/2021/results,2021.01.07,2021,01,07,2021.01.13,2021,01,13,361800.0,2021,Round of 32,5,10,(WC),TUR,Altug Celikbilek,altug-celikbilek,ch05,,POL,Kacper Zuk,kacper-zuk,z09d,76775 ,1,0,7,6,1,0,2021-9426-ch05-z09d,/en/scores/match-stats/archive/2021/9426/ms025
